"Call_Source","Call_Type","Create_Date","Create_Year","Create_Month","EventFirstDispatched","EventFirstArrive","EventFirstEnroute","LastKnownLatitude","LastKnownLongitude","FirstArriveEngine","StartTransport","TransportArrive","Close_Date","Municipality","Beat"
"PHONE","AAB","7/14/2018 03:22",2018,7,"7/14/2018 03:22","7/14/2018 03:27","7/14/2018 03:24",40.04815942,-82.96021718,"E61","7/14/2018 3:39","7/14/2018 3:51","7/14/2018 4:52","COLUMBUS",61
"PHONE","AA","7/14/2018 04:57",2018,7,"7/14/2018 04:57","7/14/2018 05:01","7/14/2018 04:58",39.94884209,-82.9497401,"E15","","","7/14/2018 5:06","COLUMBUS",15
"ANI/ALI","AAB","7/14/2018 05:28",2018,7,"7/14/2018 05:28","7/14/2018 05:33","7/14/2018 05:29",39.93258404,-82.98378255,"E14","","","7/14/2018 5:38","COLUMBUS",14
"ANI/ALI","AAB","7/14/2018 08:38",2018,7,"7/14/2018 08:38","7/14/2018 08:48","7/14/2018 09:03",40.01749464,-83.00348618,"E13","","","7/14/2018 9:29","COLUMBUS",13
"ANI/ALI","AA","7/14/2018 11:56",2018,7,"7/14/2018 11:57","7/14/2018 12:01","7/14/2018 11:57",39.98386342,-83.02486814,"E25","","","7/14/2018 12:08","COLUMBUS",25
"ANI/ALI","AA","7/14/2018 11:56",2018,7,"7/14/2018 11:57","7/14/2018 12:01","7/14/2018 11:57",39.98386342,-83.02486814,"E25","","","7/14/2018 12:08","COLUMBUS",25
"PHONE","PS","7/14/2018 12:44",2018,7,"7/14/2018 12:44","7/14/2018 12:49","7/14/2018 12:44",40.02635873,-82.94645014,"E132","7/14/2018 12:57","7/14/2018 13:07","7/14/2018 13:36","COLUMBUS",18
"PHONE","AA","7/14/2018 13:00",2018,7,"7/14/2018 13:01","7/14/2018 13:05","7/14/2018 13:01",39.94885515,-82.94991496,"E15","","","7/14/2018 13:15","COLUMBUS",15
"PHONE","AA","7/14/2018 13:23",2018,7,"7/14/2018 13:23","7/14/2018 13:27","7/14/2018 13:24",39.94633563,-83.111776,"E12","7/14/2018 13:42","7/14/2018 13:51","7/14/2018 14:04","FRANKLIN TOWNSHIP",192
"PHONE","PS","7/14/2018 13:49",2018,7,"7/14/2018 13:49","7/14/2018 13:53","7/14/2018 13:50",39.96936046,-82.99651541,"E1","7/14/2018 14:01","7/14/2018 14:04","7/14/2018 14:27","COLUMBUS",1
"PHONE","AA","7/14/2018 13:54",2018,7,"7/14/2018 13:54","7/14/2018 13:58","7/14/2018 13:56",40.02372664,-82.98175757,"E16","","","7/14/2018 14:07","COLUMBUS",16
"PHONE","AA","7/14/2018 14:34",2018,7,"7/14/2018 14:34","7/14/2018 14:38","7/14/2018 14:35",39.9422321,-83.10955362,"E192","","","7/14/2018 14:42","COLUMBUS",192
"PHONE","AAB","7/14/2018 15:28",2018,7,"7/14/2018 15:28","7/14/2018 15:33","7/14/2018 15:29",39.99892171,-82.97633495,"E18","7/14/2018 15:45","7/14/2018 15:54","7/14/2018 16:14","COLUMBUS",18
"PHONE","AA","7/14/2018 16:29",2018,7,"7/14/2018 16:30","7/14/2018 16:34","7/14/2018 16:30",NA,NA,"","7/14/2018 16:46","7/14/2018 17:06","7/14/2018 17:27","MIFFLIN TOWNSHIP",61
"PHONE","AA","7/14/2018 16:34",2018,7,"7/14/2018 16:36","7/14/2018 16:41","7/14/2018 16:36",40.13628785,-82.99637726,"E33","7/14/2018 16:55","7/14/2018 17:04","7/14/2018 17:19","COLUMBUS",33
"ANI/ALI","AAB","7/14/2018 18:26",2018,7,"7/14/2018 18:27","7/14/2018 18:31","7/14/2018 18:28",39.93272475,-82.98361236,"E14","7/14/2018 18:46","7/14/2018 18:52","7/14/2018 19:13","COLUMBUS",14
"OFFICER","PS","7/14/2018 18:57",2018,7,"7/14/2018 18:57","7/14/2018 19:00","7/14/2018 18:58",39.9422321,-83.10955362,"E192","7/14/2018 19:08","7/14/2018 19:31","7/14/2018 19:49","COLUMBUS",12
"ANI/ALI","AA","7/14/2018 19:19",2018,7,"7/14/2018 19:19","7/14/2018 19:23","7/14/2018 19:20",39.99180877,-83.00336778,"E7","7/14/2018 19:32","7/14/2018 19:37","7/14/2018 20:31","COLUMBUS",7
"ANI/ALI","AA","7/14/2018 19:30",2018,7,"7/14/2018 19:30","7/14/2018 19:35","7/14/2018 19:31",39.95397831,-82.99476466,"E2","","","7/14/2018 19:38","COLUMBUS",2
"ANI/ALI","PS","7/14/2018 20:12",2018,7,"7/14/2018 20:13","7/14/2018 20:17","7/14/2018 20:14",39.93272475,-82.98361236,"E14","","","7/14/2018 20:27","COLUMBUS",14
"PHONE","MCA","7/14/2018 20:57",2018,7,"7/14/2018 20:58","7/14/2018 21:01","7/14/2018 20:58",39.90107474,-82.98632217,"E22","7/14/2018 21:12","7/14/2018 21:23","7/14/2018 21:54","COLUMBUS",22
"PHONE","AA","7/14/2018 21:01",2018,7,"7/14/2018 21:01","7/14/2018 21:05","7/14/2018 21:01",39.93200855,-82.90687577,"E15","7/14/2018 21:28","7/14/2018 21:33","7/14/2018 21:54","COLUMBUS",4
"ANI/ALI","PS","7/14/2018 21:34",2018,7,"7/14/2018 21:34","7/14/2018 21:38","7/14/2018 21:35",39.96906458,-82.99637415,"E1","7/14/2018 21:48","7/14/2018 21:54","7/14/2018 22:09","COLUMBUS",18
"ANI/ALI","AA","7/14/2018 21:59",2018,7,"7/14/2018 21:59","7/14/2018 22:05","7/14/2018 22:00",39.95574247,-83.06089457,"E17","","","7/14/2018 22:43","COLUMBUS",193
"ANI/ALI","PS","7/14/2018 22:55",2018,7,"7/14/2018 22:56","7/14/2018 22:59","7/14/2018 22:56",39.91198792,-82.90759994,"E4","7/14/2018 23:12","7/14/2018 23:23","7/14/2018 23:39","COLUMBUS",4
"PHONE","AA","7/15/2018 01:20",2018,7,"7/15/2018 01:20","7/15/2018 01:24","7/15/2018 01:22",39.95670872,-82.91034145,"E21","7/15/2018 1:51","7/15/2018 2:05","7/15/2018 2:30","COLUMBUS",21
"ANI/ALI","AA","7/15/2018 02:06",2018,7,"7/15/2018 02:06","7/15/2018 02:10","7/15/2018 02:08",39.94885515,-82.94991496,"E15","","","7/15/2018 2:23","COLUMBUS",15
"PHONE","AAB","7/15/2018 02:37",2018,7,"7/15/2018 02:37","7/15/2018 02:42","7/15/2018 02:39",39.97274325,-83.14733948,"E26","7/15/2018 2:58","7/15/2018 3:07","7/15/2018 3:23","COLUMBUS",26
"ANI/ALI","AA","7/15/2018 02:47",2018,7,"7/15/2018 02:47","7/15/2018 02:53","7/15/2018 02:48",39.94885515,-82.94991496,"E15","7/15/2018 3:10","7/15/2018 3:13","7/15/2018 3:39","COLUMBUS",15
"ANI/ALI","AA","7/15/2018 03:20",2018,7,"7/15/2018 03:21","7/15/2018 03:25","7/15/2018 03:22",40.08764848,-82.95993955,"E6","","","7/15/2018 3:31","COLUMBUS",6
"ANI/ALI","AAC","7/15/2018 05:22",2018,7,"7/15/2018 05:23","7/15/2018 05:26","7/15/2018 05:24",39.99160273,-83.00340198,"E7","7/15/2018 5:39","7/15/2018 5:42","7/15/2018 5:54","COLUMBUS",7
"ANI/ALI","AA","7/15/2018 06:04",2018,7,"7/15/2018 06:04","7/15/2018 06:15","7/15/2018 06:10",39.99880969,-83.0618956,"E71","","","7/15/2018 6:28","FRANKLIN TOWNSHIP",17
"ANI/ALI","AA","7/15/2018 09:37",2018,7,"7/15/2018 09:37","7/15/2018 09:40","7/15/2018 09:38",40.01747535,-83.00350389,"E13","","","7/15/2018 9:47","COLUMBUS",16
"ANI/ALI","AAB","7/15/2018 10:09",2018,7,"7/15/2018 10:10","7/15/2018 10:12","7/15/2018 10:10",NA,NA,"","","","7/15/2018 10:35","COLUMBUS",6
"PHONE","AAB","7/15/2018 12:48",2018,7,"7/15/2018 12:48","7/15/2018 12:52","7/15/2018 12:49",39.94861149,-82.94974218,"E15","","","7/15/2018 12:58","COLUMBUS",15
"PHONE","AA","7/15/2018 12:57",2018,7,"7/15/2018 12:57","7/15/2018 12:59","7/15/2018 12:58",39.9855032,-82.93315475,"E20","7/15/2018 13:11","7/15/2018 13:20","7/15/2018 13:31","COLUMBUS",20
"ANI/ALI","AA","7/15/2018 13:06",2018,7,"7/15/2018 13:06","7/15/2018 13:11","7/15/2018 13:07",40.05599986,-82.9104535,"E28","","","7/15/2018 13:14","COLUMBUS",28
"PHONE","AAB","7/15/2018 13:42",2018,7,"7/15/2018 13:43","7/15/2018 13:46","7/15/2018 13:43",39.98386342,-83.02486814,"E25","7/15/2018 14:07","7/15/2018 14:39","7/15/2018 14:55","COLUMBUS",9
"PHONE","AAB","7/15/2018 14:19",2018,7,"7/15/2018 14:19","7/15/2018 14:26","7/15/2018 14:20",40.09710889,-83.01718594,"E101","","","7/15/2018 14:50","COLUMBUS",6
"PHONE","AAB","7/15/2018 14:19",2018,7,"7/15/2018 14:19","7/15/2018 14:26","7/15/2018 14:20",40.09710889,-83.01718594,"E101","","","7/15/2018 14:50","COLUMBUS",6
"PHONE","AA","7/15/2018 14:40",2018,7,"7/15/2018 14:41","7/15/2018 14:43","7/15/2018 14:41",39.95421132,-82.99419202,"E2","","","7/15/2018 14:56","COLUMBUS",3
"PHONE","AA","7/15/2018 15:42",2018,7,"7/15/2018 15:43","7/15/2018 15:45","7/15/2018 15:43",39.92088461,-83.0606811,"E193","7/15/2018 15:56","7/15/2018 16:05","7/15/2018 16:14","FRANKLIN TOWNSHIP",193
"PHONE","AAB","7/15/2018 16:01",2018,7,"7/15/2018 16:01","7/15/2018 16:07","7/15/2018 16:02",40.07326404,-83.07644136,"E11","7/15/2018 16:36","7/15/2018 16:45","7/15/2018 17:36","COLUMBUS",19
"PHONE","MCA","7/15/2018 16:42",2018,7,"7/15/2018 16:43","7/15/2018 16:45","7/15/2018 16:43",NA,NA,"","","","7/15/2018 16:50","COLUMBUS",15
"PHONE","PS","7/15/2018 16:48",2018,7,"7/15/2018 16:48","7/15/2018 16:52","7/15/2018 16:50",39.87858744,-82.88292521,"E181","","","7/15/2018 16:57","COLUMBUS",181
"ANI/ALI","AA","7/15/2018 17:21",2018,7,"7/15/2018 17:22","7/15/2018 17:22","7/15/2018 17:22",40.08595366,-82.86654757,"E29","7/15/2018 17:44","7/15/2018 17:49","7/15/2018 18:22","COLUMBUS",29
"ANI/ALI","AA","7/15/2018 17:38",2018,7,"7/15/2018 17:38","7/15/2018 17:42","7/15/2018 17:39",40.03567546,-83.0167996,"E19","7/15/2018 17:51","7/15/2018 18:01","7/15/2018 18:28","COLUMBUS",19
"PHONE","AA","7/15/2018 18:39",2018,7,"7/15/2018 18:39","7/15/2018 18:46","7/15/2018 18:44",NA,NA,"","","","7/15/2018 18:58","COLUMBUS",8
"ANI/ALI","AAB","7/15/2018 22:04",2018,7,"7/15/2018 22:04","7/15/2018 22:07","7/15/2018 22:05",39.91218194,-82.90785419,"E4","","","7/15/2018 22:18","COLUMBUS",4
"ANI/ALI","AA","7/15/2018 22:40",2018,7,"7/15/2018 22:41","7/15/2018 22:44","7/15/2018 22:41",40.08526453,-82.98616981,"E6","","","7/15/2018 23:42","COLUMBUS",119
"PHONE","AA","7/15/2018 22:41",2018,7,"7/15/2018 22:41","7/15/2018 22:46","7/15/2018 22:42",40.04670432,-82.95391755,"E61","7/15/2018 23:05","7/15/2018 23:37","7/15/2018 23:58","COLUMBUS",61
"PHONE","AA","7/15/2018 22:47",2018,7,"7/15/2018 22:47","7/15/2018 22:50","7/15/2018 22:48",39.95891198,-83.02924227,"E10","7/15/2018 22:59","7/15/2018 23:05","7/15/2018 23:24","COLUMBUS",10
"ANI/ALI","PS","7/15/2018 22:49",2018,7,"7/15/2018 22:50","7/15/2018 22:54","7/15/2018 22:51",39.94469122,-82.87649867,"E23","7/15/2018 23:05","7/15/2018 23:19","7/15/2018 23:53","COLUMBUS",23
"ANI/ALI","AAB","7/15/2018 23:19",2018,7,"7/15/2018 23:19","7/15/2018 23:23","7/15/2018 23:20",NA,NA,"","","","7/15/2018 23:32","COLUMBUS",8
"ANI/ALI","PS","7/15/2018 23:21",2018,7,"7/15/2018 23:21","7/15/2018 23:25","7/15/2018 23:22",39.94885515,-82.94991496,"E15","","","7/15/2018 23:34","COLUMBUS",15
"ANI/ALI","AA","7/16/2018 00:23",2018,7,"7/16/2018 00:23","7/16/2018 00:28","7/16/2018 00:24",40.11131786,-83.06536724,"E27","7/16/2018 0:43","7/16/2018 0:57","7/16/2018 1:22","COLUMBUS",27
"ANI/ALI","AA","7/16/2018 03:08",2018,7,"7/16/2018 03:09","7/16/2018 03:14","7/16/2018 03:10",NA,NA,"","","","7/16/2018 3:21","COLUMBUS",15
"PHONE","AA","7/16/2018 03:32",2018,7,"7/16/2018 03:32","7/16/2018 03:38","7/16/2018 03:34",39.87900715,-82.88302016,"E181","","","7/16/2018 3:43","MADISON TOWNSHIP",183
"PHONE","AAB","7/16/2018 05:15",2018,7,"7/16/2018 05:15","7/16/2018 05:24","7/16/2018 05:16",NA,NA,"","","","7/16/2018 5:36","COLUMBUS",33
"PHONE","AA","7/16/2018 05:42",2018,7,"7/16/2018 05:43","7/16/2018 05:46","7/16/2018 05:44",40.03359963,-82.90894973,"E28","7/16/2018 6:07","7/16/2018 6:23","7/16/2018 6:40","COLUMBUS",28
"ANI/ALI","AA","7/16/2018 06:48",2018,7,"7/16/2018 06:48","7/16/2018 06:51","7/16/2018 06:49",NA,NA,"","","","7/16/2018 6:56","COLUMBUS",15
"ANI/ALI","AA","7/16/2018 07:13",2018,7,"7/16/2018 07:13","7/16/2018 07:20","7/16/2018 07:15",39.99894046,-82.9764493,"E18","7/16/2018 7:27","7/16/2018 7:35","7/16/2018 7:59","COLUMBUS",18
"ANI/ALI","AAB","7/16/2018 10:16",2018,7,"7/16/2018 10:16","7/16/2018 10:19","7/16/2018 10:17",40.07326719,-83.0763592,"E11","","","7/16/2018 11:06","COLUMBUS",11
"ANI/ALI","AA","7/16/2018 12:08",2018,7,"7/16/2018 12:08","7/16/2018 12:11","7/16/2018 12:08",40.01753032,-83.00348644,"E13","","","7/16/2018 12:14","COLUMBUS",7
"PHONE","AA","7/16/2018 12:15",2018,7,"7/16/2018 12:16","7/16/2018 12:16","7/16/2018 12:16",40.01540279,-83.00413864,"E13","","","7/16/2018 12:26","COLUMBUS",13
"ANI/ALI","AA","7/16/2018 12:35",2018,7,"7/16/2018 12:36","7/16/2018 12:40","7/16/2018 12:36",40.06024283,-82.97686668,"E24","7/16/2018 12:56","7/16/2018 13:11","7/16/2018 13:31","CLINTON TOWNSHIP",61
"ANI/ALI","AAB","7/16/2018 13:27",2018,7,"7/16/2018 13:28","7/16/2018 13:31","7/16/2018 13:28",39.90106085,-82.98636128,"E22","","","7/16/2018 13:36","COLUMBUS",22
"PHONE","AA","7/16/2018 13:29",2018,7,"7/16/2018 13:29","7/16/2018 13:33","7/16/2018 13:30",NA,NA,"","","","7/16/2018 13:33","COLUMBUS",7
"PHONE","AA","7/16/2018 13:31",2018,7,"7/16/2018 13:32","7/16/2018 13:35","7/16/2018 13:33",NA,NA,"","7/16/2018 13:43","7/16/2018 13:51","7/16/2018 13:56","COLUMBUS",2
"ANI/ALI","AA","7/16/2018 13:53",2018,7,"7/16/2018 13:55","7/16/2018 13:59","7/16/2018 13:55",40.0484552,-82.96734868,"E61","7/16/2018 14:11","7/16/2018 14:29","7/16/2018 14:59","COLUMBUS",28
"ANI/ALI","AA","7/16/2018 13:59",2018,7,"7/16/2018 14:00","7/16/2018 14:05","7/16/2018 14:01",NA,NA,"","7/16/2018 14:15","7/16/2018 14:38","7/16/2018 15:09","COLUMBUS",32
"ANI/ALI","AA","7/16/2018 14:02",2018,7,"7/16/2018 14:03","7/16/2018 14:07","7/16/2018 14:03",39.90112839,-82.98662551,"E22","","","7/16/2018 14:19","OBETZ",171
"ANI/ALI","AA","7/16/2018 14:06",2018,7,"7/16/2018 14:06","7/16/2018 14:09","7/16/2018 14:07",39.93257846,-82.98380391,"E14","","","7/16/2018 14:31","COLUMBUS",14
"PHONE","AA","7/16/2018 14:50",2018,7,"7/16/2018 14:50","7/16/2018 14:53","7/16/2018 14:51",39.9107843,-83.13508768,"E31","","","7/16/2018 15:01","COLUMBUS",31
"ANI/ALI","AA","7/16/2018 15:04",2018,7,"7/16/2018 15:04","7/16/2018 15:10","7/16/2018 15:05",39.9758764,-82.83675421,"E5","7/16/2018 15:17","7/16/2018 15:30","7/16/2018 17:08","COLUMBUS",5
"ANI/ALI","AA","7/16/2018 16:34",2018,7,"7/16/2018 16:34","7/16/2018 16:39","7/16/2018 16:35",40.03560736,-83.01730264,"E19","","","7/16/2018 16:44","COLUMBUS",19
"PHONE","PS","7/16/2018 16:36",2018,7,"7/16/2018 16:36","7/16/2018 16:41","7/16/2018 16:37",40.01739595,-83.00345333,"E13","","","7/16/2018 16:44","COLUMBUS",25
"ANI/ALI","PS","7/16/2018 16:38",2018,7,"7/16/2018 16:39","7/16/2018 16:43","7/16/2018 16:39",39.92036007,-83.06014919,"E193","","","7/16/2018 16:52","COLUMBUS",12
"OFFICER","AA","7/16/2018 16:54",2018,7,"7/16/2018 16:54","7/16/2018 16:54","7/16/2018 16:54",39.97572466,-82.83701752,"E5","","","7/16/2018 17:29","COLUMBUS",5
"PHONE","AA","7/16/2018 17:32",2018,7,"7/16/2018 17:32","7/16/2018 17:36","7/16/2018 17:33",39.9422321,-83.10955362,"E192","7/16/2018 17:47","7/16/2018 17:52","7/16/2018 18:08","COLUMBUS",12
"ANI/ALI","AA","7/16/2018 17:42",2018,7,"7/16/2018 17:42","7/16/2018 17:50","7/16/2018 17:42",39.87900715,-82.88302016,"E181","","","7/16/2018 18:23","COLUMBUS",23
"PHONE","AA","7/16/2018 18:07",2018,7,"7/16/2018 18:08","7/16/2018 18:14","7/16/2018 18:09",40.13638211,-82.9961562,"E33","","","7/16/2018 18:26","COLUMBUS",33
"ANI/ALI","PS","7/16/2018 18:52",2018,7,"7/16/2018 18:52","7/16/2018 18:54","7/16/2018 18:53",39.95891198,-83.02924227,"E10","7/16/2018 19:10","7/16/2018 19:18","7/16/2018 19:59","COLUMBUS",10
"ANI/ALI","AA","7/16/2018 19:31",2018,7,"7/16/2018 19:31","7/16/2018 19:33","7/16/2018 19:32",40.08156776,-82.87760613,"E29","","","7/16/2018 19:51","COLUMBUS",29
"ANI/ALI","AAB","7/16/2018 19:34",2018,7,"7/16/2018 19:34","7/16/2018 19:36","7/16/2018 19:34",40.02374305,-82.98177197,"E16","7/16/2018 19:53","7/16/2018 20:13","7/16/2018 20:39","COLUMBUS",16
"PHONE","PS","7/16/2018 19:35",2018,7,"7/16/2018 19:36","7/16/2018 19:40","7/16/2018 19:36",39.95588767,-83.06095638,"E17","","","7/16/2018 19:52","COLUMBUS",10
"ANI/ALI","AAB","7/16/2018 20:21",2018,7,"7/16/2018 20:21","7/16/2018 20:22","7/16/2018 20:22",39.94686894,-82.91376087,"E20","7/16/2018 20:42","7/16/2018 20:51","7/16/2018 21:21","COLUMBUS",21
"PHONE","AA","7/16/2018 20:24",2018,7,"7/16/2018 20:24","7/16/2018 20:28","7/16/2018 20:25",40.04712899,-82.95413106,"E61","","","7/16/2018 20:34","COLUMBUS",28
"ANI/ALI","AA","7/17/2018 01:06",2018,7,"7/17/2018 01:06","7/17/2018 01:12","7/17/2018 01:07",40.06020146,-82.97691284,"E24","","","7/17/2018 1:17","COLUMBUS",24
"PHONE","VHS","7/17/2018 02:55",2018,7,"7/17/2018 02:55","7/17/2018 02:59","7/17/2018 02:56",39.99892171,-82.97633495,"E18","","","7/17/2018 3:17","COLUMBUS",16
"PHONE","AA","7/17/2018 03:14",2018,7,"7/17/2018 03:14","7/17/2018 03:19","7/17/2018 03:16",39.96906458,-82.99637415,"E1","7/17/2018 3:43","7/17/2018 4:02","7/17/2018 4:03","COLUMBUS",1
"ANI/ALI","AAB","7/17/2018 06:12",2018,7,"7/17/2018 06:13","7/17/2018 06:23","7/17/2018 06:14",39.94433968,-82.87654669,"E23","","","7/17/2018 6:31","COLUMBUS",23
"PHONE","AA","7/17/2018 07:24",2018,7,"7/17/2018 07:25","7/17/2018 07:29","7/17/2018 07:25",39.87894087,-82.88314095,"E181","7/17/2018 7:41","7/17/2018 7:50","7/17/2018 8:29","MADISON TOWNSHIP",181
"ANI/ALI","AA","7/17/2018 07:44",2018,7,"7/17/2018 07:44","7/17/2018 07:48","7/17/2018 07:45",39.95423806,-82.99501264,"E2","","","7/17/2018 8:14","COLUMBUS",15
"PHONE","AA","7/17/2018 07:47",2018,7,"7/17/2018 07:47","7/17/2018 07:52","7/17/2018 07:48",40.03356937,-82.9089674,"E28","7/17/2018 8:09","7/17/2018 8:27","7/17/2018 8:49","COLUMBUS",28
"PHONE","AA","7/17/2018 09:11",2018,7,"7/17/2018 09:11","7/17/2018 09:13","7/17/2018 09:12",39.96837726,-82.99661542,"E1","","","7/17/2018 9:20","COLUMBUS",1
"ANI/ALI","AA","7/17/2018 09:13",2018,7,"7/17/2018 09:13","7/17/2018 09:20","7/17/2018 09:15",40.13638211,-82.9961562,"E33","","","7/17/2018 9:30","COLUMBUS",33
"PHONE","AAB","7/17/2018 10:41",2018,7,"7/17/2018 10:41","7/17/2018 10:46","7/17/2018 10:41",NA,NA,"","","","7/17/2018 10:52","COLUMBUS",15
"ANI/ALI","AA","7/17/2018 11:35",2018,7,"7/17/2018 11:36","7/17/2018 11:38","7/17/2018 11:36",40.06024283,-82.97686668,"E24","","","7/17/2018 11:41","COLUMBUS",24
"ANI/ALI","AA","7/17/2018 12:21",2018,7,"7/17/2018 12:24","7/17/2018 12:26","7/17/2018 12:24",40.08764848,-82.95993955,"E6","7/17/2018 12:34","7/17/2018 12:47","7/17/2018 12:58","COLUMBUS",6
"PHONE","AAB","7/17/2018 13:55",2018,7,"7/17/2018 13:55","7/17/2018 13:59","7/17/2018 13:56",39.95423806,-82.99501264,"E2","","","7/17/2018 14:26","COLUMBUS",2
"PHONE","AA","7/17/2018 14:45",2018,7,"7/17/2018 14:45","7/17/2018 14:48","7/17/2018 14:46",39.94885515,-82.94991496,"E15","","","7/17/2018 15:16","COLUMBUS",15
"PHONE","PS","7/17/2018 15:13",2018,7,"7/17/2018 15:13","7/17/2018 15:18","7/17/2018 15:14",39.93964881,-83.00240516,"E3","7/17/2018 15:26","7/17/2018 15:33","7/17/2018 15:56","COLUMBUS",10
"PHONE","AA","7/17/2018 15:13",2018,7,"7/17/2018 15:13","7/17/2018 15:17","7/17/2018 15:14",39.97584316,-82.83685752,"E5","","","7/17/2018 15:32","COLUMBUS",5
"PHONE","AAB","7/17/2018 15:28",2018,7,"7/17/2018 15:28","7/17/2018 15:32","7/17/2018 15:28",39.94885515,-82.94991496,"E15","","","7/17/2018 15:38","COLUMBUS",15
"OFFICER","AA","7/17/2018 15:45",2018,7,"7/17/2018 15:46","7/17/2018 15:53","7/17/2018 15:46",39.90112839,-82.98662551,"E22","","","7/17/2018 15:54","COLUMBUS",22
"ANI/ALI","AA","7/17/2018 16:59",2018,7,"7/17/2018 17:00","7/17/2018 17:05","7/17/2018 17:01",40.08764848,-82.95993955,"E6","7/17/2018 17:21","7/17/2018 17:29","7/17/2018 17:55","COLUMBUS",6
"ANI/ALI","AAB","7/17/2018 17:27",2018,7,"7/17/2018 17:27","7/17/2018 17:30","7/17/2018 17:28",39.99892171,-82.97633495,"E18","7/17/2018 17:40","7/17/2018 17:48","7/17/2018 18:03","COLUMBUS",18
"ANI/ALI","AA","7/17/2018 17:33",2018,7,"7/17/2018 17:34","7/17/2018 17:37","7/17/2018 17:34",39.93272475,-82.98361236,"E14","7/17/2018 17:58","7/17/2018 18:10","7/17/2018 18:30","COLUMBUS",14
"PHONE","AA","7/17/2018 18:00",2018,7,"7/17/2018 18:01","7/17/2018 18:04","7/17/2018 18:02",40.04681099,-82.95543627,"E61","","","7/17/2018 18:20","CLINTON TOWNSHIP",61
"ANI/ALI","AAB","7/17/2018 18:45",2018,7,"7/17/2018 18:46","7/17/2018 18:49","7/17/2018 18:47",39.9758734,-82.83683983,"E5","7/17/2018 19:06","7/17/2018 19:10","7/17/2018 19:26","COLUMBUS",5
"ANI/ALI","PS","7/17/2018 19:15",2018,7,"7/17/2018 19:15","7/17/2018 19:17","7/17/2018 19:15",39.96926286,-82.99687507,"E9","7/17/2018 19:28","7/17/2018 19:32","7/17/2018 19:48","COLUMBUS",9
"OFFICER","AA","7/17/2018 19:47",2018,7,"7/17/2018 19:47","7/17/2018 19:52","7/17/2018 19:48",39.92036007,-83.06014919,"E193","","","7/17/2018 20:02","FRANKLIN TOWNSHIP",12
"PHONE","AA","7/17/2018 19:57",2018,7,"7/17/2018 19:57","7/17/2018 20:02","7/17/2018 19:58",40.03360319,-82.90871405,"E28","","","7/17/2018 20:06","COLUMBUS",28
"ANI/ALI","PS","7/17/2018 20:24",2018,7,"7/17/2018 20:24","7/17/2018 20:30","7/17/2018 20:25",39.95556936,-83.06092884,"E17","","","7/17/2018 20:40","COLUMBUS",12
"PHONE","AAB","7/17/2018 21:23",2018,7,"7/17/2018 21:23","7/17/2018 21:30","7/17/2018 21:24",NA,NA,"","","","7/17/2018 21:39","COLUMBUS",16
"ANI/ALI","AAB","7/18/2018 03:04",2018,7,"7/18/2018 03:04","7/18/2018 03:09","7/18/2018 03:05",40.03560736,-83.01730264,"E19","","","7/18/2018 3:36","COLUMBUS",19
"ANI/ALI","AA","7/18/2018 07:29",2018,7,"7/18/2018 07:30","7/18/2018 07:49","7/18/2018 07:31",39.97273498,-83.14734654,"E26","7/18/2018 7:44","7/18/2018 7:53","7/18/2018 8:06","COLUMBUS",26
"PHONE","AA","7/18/2018 08:13",2018,7,"7/18/2018 08:13","7/18/2018 08:19","7/18/2018 08:14",39.95925195,-83.03055408,"E10","","","7/18/2018 8:48","COLUMBUS",25
"ANI/ALI","MCA","7/18/2018 09:03",2018,7,"7/18/2018 09:04","7/18/2018 09:10","7/18/2018 09:04",40.12547381,-82.94529699,"E111","7/18/2018 9:18","7/18/2018 10:07","7/18/2018 10:38","COLUMBUS",33
"PHONE","AA","7/18/2018 09:59",2018,7,"7/18/2018 10:00","7/18/2018 10:04","7/18/2018 10:01",40.04684784,-82.95371846,"E61","7/18/2018 10:11","7/18/2018 10:20","7/18/2018 10:42","CLINTON TOWNSHIP",61
"PHONE","AA","7/18/2018 12:01",2018,7,"7/18/2018 12:02","7/18/2018 12:07","7/18/2018 12:02",39.94885515,-82.94991496,"E15","7/18/2018 12:18","7/18/2018 12:23","7/18/2018 12:31","COLUMBUS",15
"ANI/ALI","AAB","7/18/2018 12:13",2018,7,"7/18/2018 12:13","7/18/2018 12:17","7/18/2018 12:14",39.95752162,-82.95563228,"E15","7/18/2018 12:25","7/18/2018 12:32","7/18/2018 12:48","COLUMBUS",15
"ANI/ALI","AA","7/18/2018 12:30",2018,7,"7/18/2018 12:31","7/18/2018 12:47","7/18/2018 12:31",NA,NA,"","7/18/2018 12:48","7/18/2018 12:58","7/18/2018 13:34","COLUMBUS",23
"PHONE","AA","7/18/2018 14:38",2018,7,"7/18/2018 14:38","7/18/2018 14:41","7/18/2018 14:39",40.06281763,-83.06654757,"E11","","","7/18/2018 15:02","COLUMBUS",11
"PHONE","AA","7/18/2018 15:47",2018,7,"7/18/2018 15:48","7/18/2018 15:51","7/18/2018 15:48",39.94446317,-82.87656163,"E23","","","7/18/2018 16:06","COLUMBUS",23
"PHONE","AA","7/18/2018 15:58",2018,7,"7/18/2018 15:58","7/18/2018 16:02","7/18/2018 15:59",39.98544027,-82.93309726,"E20","","","7/18/2018 16:16","COLUMBUS",20
